activity_id,unit_type,co2e_kg,co2e_unit,gas_co2e_total,gas_co2e_other,gas_co2,gas_ch4,gas_n2o,name,id,access_type,source,source_dataset,year,category,source_lca_activity,data_quality_flags
consumer_goods-type_fresh_fruits_tree_nuts,Money,16.53,kg,,0.05,6.79,0.03,0.03,Fresh fruits and tree nuts,e3676ba2-8fb6-4006-8a95-d43fe52e627f,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fresh_milk,Money,17.21,kg,17.21,,,,,Fresh milk,6dbed8f9-7d60-4cb5-8e2e-71bc083eb134,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_fresh_soybeans_canola_flaxseeds_other_oilseeds,Money,43.77,kg,,0.09,16.09,0.15,0.08,Fresh soybeans/canola/flaxseeds and other oilseeds,8db02148-56d3-419a-a116-17275b5d5e6d,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fresh_vegetables_melons_potatoes,Money,6.18,kg,,0.03,2.92,0.01,0.01,Fresh vegetables/melons and potatoes,a11b9667-10cd-40be-b3b1-c2c3569e7d73,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fresh_wheat_corn_rice_other_grains,Money,5.96,kg,,0.02,2.71,0.01,0.01,Fresh wheat/corn/rice and other grains,66690e10-045e-4fbd-b078-aabfe7c7410f,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_frozen_cakes_pies_and_other_pastries,Money,2.53,kg,2.53,,1.62,0.00971,0.00229,Frozen cakes/pies and other pastries manufacturing,1c6601eb-59d0-448f-89da-fa84efeef1bf,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_frozen_food,Money,8.45,kg,,0.06,4.16,0.05,0.01,Frozen food,12b05782-2403-471f-a134-a81b6b6ce02f,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_frozen_fruit_juice_and_vegetable,Money,4.85,kg,4.85,,2.25,0.0306,0.00645,Frozen fruit/juice and vegetable manufacturing,ca40b59e-52a7-4135-97e5-2d5c54c36ad3,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_frozen_preserved_or_processed_fish_and_other_seafood,Money,4.151,kg,4.151,,,,,Frozen / preserved or processed fish and other seafood,e52cbe2e-fd4d-4e80-9a56-6e749552736e,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_frozen_specialty_food,Money,4.85,kg,4.85,,2.25,0.0306,0.00645,Frozen specialty food manufacturing,1b6c82a1-9afb-4530-9a9d-cdc256dab8d4,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_frozen_vegetables_and_other_preserved_or_processed_vegetables,Money,4.703,kg,4.703,,,,,Frozen vegetables and other preserved or processed vegetables,e23efc26-ac6e-4ae6-807c-9fb0590aa03c,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_fruit_and_vegetable_canning,Money,3.81,kg,3.81,,2.33,0.0268,0.00242,Fruit and vegetable canning,eec39091-47f9-4393-af3e-c2be84f68fe7,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fruit_and_vegetable_juices,Money,4.711,kg,4.711,,,,,Fruit and vegetable juices,c353d32e-47b4-4a64-9b48-651758d3b609,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_fruit_and_vegetable_markets,Money,1.86,kg,1.86,,1.58,0.00498,0.000428,Fruit and vegetable markets,84e8e48d-6b9c-4a14-999b-649be830a8b6,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fruit_fresh,Weight,3.55,kg,3.55,,3.31,0.002,0.0006,Fruit (fresh),36d48e1f-e4e3-4fa5-9a92-9126b6ac63cd,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fruit_vegetable_preservation,Money,5.26,kg,,0.28,3.73,0.05,0.0,Fruit and vegetable preservation,1c1e00bd-a951-4f00-a74e-6b54a81659f3,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_fruit_vegetables_fresh_frozen,Money,0.5431,kg,0.5431,,,,,Fruit and vegetables (fresh/frozen),d024d5ae-9ac6-4be0-939f-1fd8ef71f936,public,BEIS,UK full dataset including conversion factors by COICOP code (archived),2018,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_grain_and_oilseed_products,Money,11.67,kg,11.67,0.1208,8.524,0.02921,0.007864,Grain and oilseed products,b682ece2-d65f-438c-9973-86b1236a3aa9,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_grain_mill_products_starches_and_starch_products,Money,6.826,kg,6.826,,4.042,,,Grain mill products/starches and starch products,c636b8d4-f8da-4e64-bd7d-21dc5c6ff4d9,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_grain_products,Money,4.506,kg,4.506,,,,,Grain products,f9eff63d-1c69-4fac-b7aa-668d4c2c25a3,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_granola_ldpe_bag-origin_region_multi_region,Weight,16.4,kg,16.4,,,,,Granola LDPE bag,4c8f385f-0039-49bb-857b-c91f5eee02bc,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_greenhouse_crops_mushrooms_nurseries_flowers,Money,10.69,kg,,0.05,7.16,0.02,0.01,Greenhouse crops/mushrooms/nurseries and flowers,7ccb36ab-8b0f-4acd-b0f3-9ab44f2e3e1c,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_ham_pe_tray_with_pe_film-origin_region_multi_region,Weight,111.1,kg,111.1,,,,,Ham PE tray with PE film,68be9501-9b3f-41da-8a10-da7253174557,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_ice,Money,2.14,kg,2.14,,1.69,0.00773,0.00059,Ice manufacturing,6cff81d7-1f0d-48fb-bc3e-32c8e69052ea,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_ice_cream_and_edible_ices,Money,17.04,kg,17.04,,,,,Ice cream and edible ices,61c24710-53e3-439b-b9bd-e2c7a56a3d96,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_ice_cream_frozen_desserts,Money,5.8,kg,5.8,,2.72,0.0776,0.00313,Ice cream and frozen desserts,86a13307-3e7a-435b-bac7-2af2b9553b0a,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_ice_cream_pp_tub_with_ldpe_lid-origin_region_multi_region,Weight,50.31,kg,50.31,,,,,Ice cream PP tub with LDPE lid,6a4e3a9a-72b0-4598-ae9c-c4ee7b893693,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_ice_cream_sherbet_and_similar_frozen_desserts,Money,27.42,kg,27.42,0.07547,7.635,0.4723,0.02062,Ice cream / sherbet and similar frozen desserts,63eaf047-9712-40be-ab7a-7f1a78d99ceb,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_illicit_drugs,Money,0.0,kg,0.0,,,,,Illicit drugs,3b9c827a-3cfa-4e8f-83d1-4ba26c8c6c13,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_jams_marmalades_and_other_spreads,Money,10.93,kg,10.93,,,,,Jams/marmalades and other spreads,2cff4ab8-1334-4cf8-9132-54b1416b0918,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_kiwifruits_ldpe_bag-origin_region_multi_region,Weight,6.747,kg,6.747,,,,,Kiwifruits LDPE bag,60d67779-a47f-4255-a923-6b81d0795cdc,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_lamb_pe_tray_with_pe_film-origin_region_multi_region,Weight,330.6,kg,330.6,,,,,Lamb PE tray with PE film,967b8484-c19d-4cb6-a3ca-bf40df275c15,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_leaf_and_stem_vegetables_fresh_or_chilled,Money,11.08,kg,11.08,,,,,Leaf and stem vegetables (fresh or chilled),ac52f844-c876-4cf5-8e7e-7d00c28ec41d,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_lemon_juice_pet_bottle_with_pp_lid-origin_region_multi_region,Weight,17.97,kg,17.97,,,,,Lemon juice PET bottle with PP lid,633c70a9-3655-4f20-90a4-986ecc41d854,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_lentils_ldpe_bag-origin_region_multi_region,Weight,15.59,kg,15.59,,,,,Lentils LDPE bag,8cf97e3f-1b7b-4d98-b51f-5bbde9975639,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_lettuce_ldpe_bag-origin_region_multi_region,Weight,7.476,kg,7.476,,,,,Lettuce LDPE bag,d38b3e9d-0265-4d60-9646-f3c363bee541,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_macaroni_and_noodles,Money,4.758,kg,4.758,,,,,Macaroni and noodles,7b236c1c-f767-4980-88d2-8816f13448b8,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_malt,Money,7.69,kg,7.69,,2.76,0.032,0.0151,Malt manufacturing,8f07a185-6e07-4946-8f2e-bf14bbf04ac6,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_margarine_and_cooking_oils,Money,11.46,kg,11.46,0.122,8.279,0.0283,0.00811,Margarine and cooking oils,789f4194-e69b-44a1-93e9-209211f5bf6e,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_margarine_and_other_vegetable_fats,Money,10.66,kg,10.66,,,,,Margarine and other vegetable fats,27a04ffe-476d-4b22-853c-fbaf5eccc993,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_margarine_pp_tub_with_ldpe_lid-origin_region_multi_region,Weight,7.434,kg,7.434,,,,,Margarine PP tub with LDPE lid,8ce9f58f-23ef-4784-9ba6-b3d4cbb77004,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_mayonnaise_dressing_and_other_prepared_sauce,Money,3.44,kg,3.44,,2.1,0.013,0.00356,Mayonnaise/dressing and other prepared sauce manufacturing,07db689d-513d-4219-84c4-fffd3ec2009c,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_mayonnaise_glass_jar_with_aluminium_lid-origin_region_multi_region,Weight,29.41,kg,29.41,,,,,Mayonnaise glass jar with aluminium lid,b0e7be64-4ef8-4efb-82d2-7c07541384f7,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_meat_and_offal,Money,22.32,kg,22.32,,,,,Meat and offal,7af4fc6a-b5e9-4160-9b62-9db66ea7a360,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_meat_free_burgers_cardboard_box_with_pe_wax-origin_region_multi_region,Weight,42.12,kg,42.12,,,,,Meat-free burgers cardboard box with PE wax,0837d7c6-e3b9-4cf9-b1b0-062afae97ffc,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_meat_fresh_chilled_frozen_processed,Money,18.64,kg,18.64,,,,,Meat (fresh/chilled/frozen/processed),9f7b00aa-af06-4706-b527-1d5f395568b0,public,BEIS,UK full dataset including conversion factors by COICOP code (archived),2018,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_meat_markets,Money,1.86,kg,1.86,,1.58,0.00498,0.000428,Meat markets,a3832d14-ea99-4c07-9d09-96b076b1de80,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_meat_processed_from_carcasses,Money,11.2,kg,11.2,,1.88,0.203,0.0136,Meat processed from carcasses,58e812a2-93e8-48df-b484-12d9682765f1,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_meat_products_beef,Money,128.5,kg,128.5,,,,,Meat products (beef),3dd24932-affe-4b6b-a187-5f3e300e406e,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_meat_products_beef,Weight,259.8,kg,259.8,,75.14,2.892,0.3694,Beef (fresh),de8a196b-b910-4ee0-9bea-46490824434d,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_meat_products_not_elsewhere_specified,Money,31.51,kg,31.51,,,,,Meat products (not elsewhere specified),1ede4bf1-a34a-4317-9e0b-b79dfeec7c02,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_meat_products_pork,Money,47.89,kg,47.89,,,,,Meat products (pork),d0935536-9f0b-478d-9849-fd3d168f830a,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_meat_products_poultry,Money,39.82,kg,39.82,,,,,Meat products (poultry),0433b1f7-f353-4b69-8a54-e2f010ad10f8,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_milk,Weight,20.95,kg,20.95,,5.11,0.332,0.0221,Milk,0eeba0d9-cc1f-4a18-b584-3a14d1e6b9fe,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_milk_and_cream_in_solid_or_processed_liquid_form,Money,17.21,kg,17.21,,,,,Milk and cream in solid or processed liquid form,103c1a49-c821-4305-a4ab-878c39569875,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_milk_chocolate_pp_wrapping-origin_region_multi_region,Weight,28.25,kg,28.25,,,,,Milk chocolate PP wrapping,0a6934bc-0282-48a5-8592-8e6bd3370918,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_milk_pet_bottle_with_pp_lid-origin_region_multi_region,Weight,21.9,kg,21.9,,,,,Milk PET bottle with PP lid,4f93073c-7252-4373-8cb3-13f11b996282,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_mineral_or_spring_waters,Money,4.711,kg,4.711,,,,,Mineral or spring waters,c1651954-51dd-4a7a-b9f9-2d8ba2864b61,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_non_alcoholic_beverages_nec,Money,4.711,kg,4.711,,,,,Non-alcoholic beverages nec,d3ce9ec6-239f-4f03-9da7-700de9b2a59d,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_nonchocolate_confectionery,Money,4.82,kg,4.82,,3.44,0.0127,0.00371,Nonchocolate confectionery manufacturing,2a087b50-b5d2-4a4a-920d-a22e9791f7e7,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_nuts_and_edible_seeds,Money,10.81,kg,10.81,,,,,Nuts and edible seeds,8d06fa76-56f2-4027-8007-86cedc6ea9cf,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_oats_ldpe_bag-origin_region_multi_region,Weight,12.8,kg,12.8,,,,,Oats LDPE bag,57fc2da6-89ad-4013-9bcb-bc051413166f,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_olives_pe_tray_with_pe_film-origin_region_multi_region,Weight,32.75,kg,32.75,,,,,Olives PE tray with PE film,240d97de-9b66-4a78-b3b3-6cf7a19add05,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_orange_juice_pet_bottle_with_pp_lid-origin_region_multi_region,Weight,10.87,kg,10.87,,,,,Orange juice PET bottle with PP lid,ce80989f-420e-4d23-9e30-7fe9fdc7886b,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_oranges,Weight,4.0,kg,4.0,,2.58,0.005,0.0047,Oranges imported,f6d8a221-2dc1-4560-8dba-59c0b93dde51,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_other_cereal_products,Money,4.44,kg,4.44,,,,,Other cereal products,f45bc86e-a2b1-4cc3-a6df-01c094489454,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_dairy_products,Money,17.19,kg,17.19,,,,,Other dairy products,fcce5b53-4220-4d55-84fc-4ef9c1639d8c,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_edible_animal_fats,Money,10.66,kg,10.66,,,,,Other edible animal fats,5a9e7484-0fa3-4390-8938-7562bb3df0fd,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_food_and_groceries_nec,Money,4.758,kg,4.758,,,,,Other food and groceries nec,4f2c1655-c76c-4932-8b98-968b78c8b727,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_food_products,Money,5.271,kg,5.271,,2.31,,,Other food products,c8316463-3ba9-45d4-a50e-769df7e1e000,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_food_services,Money,0.0,kg,0.0,,,,,Other food services,bd00a0d7-7ebe-4a88-aabb-912c84252c3f,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_fresh_or_chilled_fruit,Money,6.312,kg,6.312,,,,,Other fresh or chilled fruit,18e97230-73f1-4cc4-86d0-07c9593c18ad,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_fresh_or_chilled_vegetables,Money,11.08,kg,11.08,,,,,Other fresh or chilled vegetables,52cb0433-33a5-46c3-bd43-a06fdd1a5c96,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_milk_products,Money,16.1,kg,16.1,,,,,Other milk products,73fb959d-5972-43f6-86d6-30a8cbabf6cf,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_seafood_fresh_or_chilled,Money,4.151,kg,4.151,,,,,Other seafood (fresh / chilled),dbe62499-65a7-4b32-80ff-263cc5ddbc35,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_snack_food,Money,3.72,kg,3.72,,2.02,0.00973,0.00521,Other snack food manufacturing,aed2ad90-c208-4681-a225-995806732fd2,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_other_sugar_products,Money,10.59,kg,10.59,,,,,Other sugar products,15760815-6b8f-4945-af68-a0bc11d75e31,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_other_tobacco_products,Money,3.134,kg,3.134,,,,,Other tobacco products,65647321-0c4b-4fc6-8176-77cff6adc30a,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_packaged_meat_except_poultry,Money,19.99,kg,,0.04,4.49,0.38,0.02,Packaged meat (except poultry),aec884a0-c05e-4bfe-9842-cad3460fd8e7,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_packaged_poultry,Money,9.78,kg,,0.05,5.25,0.06,0.01,Packaged poultry,5e48283c-c7d0-4542-9626-a05b7bffaa5e,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_pasta_products,Money,3.575,kg,3.575,,,,,Pasta products,cc0ef433-82c2-4e08-85ff-65e644cd7c70,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_pastry_cook_products,Money,17.29,kg,17.29,,,,,Pastry-cook products,469ab4df-eda4-4c6d-a560-a8f4db585f53,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_pastry_savoury,Money,8.554,kg,8.554,,,,,Pastry (savoury),eb9018f6-d298-4425-9bbf-82d56def2837,public,BEIS,UK full dataset including conversion factors by COICOP code (archived),2018,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_peas_ldpe_bag-origin_region_multi_region,Weight,8.964,kg,8.964,,,,,Peas LDPE bag,b051f7ac-5e8b-4b05-ad17-b242b0c1afdf,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_peppers_ldpe_bag-origin_region_multi_region,Weight,20.98,kg,20.98,,,,,Peppers LDPE bag,5c23c5ea-c1ac-41fb-a91a-d1eab8ac8007,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_perishable_prepared_food,Money,4.01,kg,4.01,,1.87,0.0239,0.00542,Perishable prepared food manufacturing,cbd9e0a7-ebe8-44f8-bb40-e0e253279aa7,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_pickled_beetroot-origin_region_uk,Weight,31.05,kg,31.05,,,,,Pickled beetroot,c8986204-265e-4f38-a715-1d5db8ea6e51,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_beetroot-origin_region_uk_import_market_mix,Weight,37.28,kg,37.28,,,,,Pickled beetroot,543d9463-9350-4eb9-92c1-fb88db132cbd,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_cabbage-origin_region_uk,Weight,20.12,kg,20.12,,,,,Pickled cabbage,bb9718eb-c1a2-47f4-96e2-73052fd0ffe0,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_cabbage-origin_region_uk_import_market_mix,Weight,24.09,kg,24.09,,,,,Pickled cabbage,8c19dbd5-724d-4834-a835-f2689c5ed33e,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_cucumber_gherkins-origin_region_uk,Weight,38.43,kg,38.43,,,,,Pickled cucumber/gherkins,803b793b-338f-4754-ae38-a5a3aea183f0,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_cucumber_gherkins-origin_region_uk_import_market_mix,Weight,36.66,kg,36.66,,,,,Pickled cucumber/gherkins,85c663d5-b4ed-4fd9-b569-87f1b0b214b1,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_onions-origin_region_uk,Weight,22.16,kg,22.16,,,,,Pickled onions,3ea94202-69ab-4554-812f-0df4cf371366,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
